ZIPCODE,NUM_RETURNS,MEAN_AGI
25431,120,50516.666666666664
25434,920,57522.82608695652
25437,200,57675.0
25438,3640,61565.65934065934
25442,940,89403.1914893617
25443,3630,108198.89807162534
25444,360,61463.88888888889
25446,690,83892.7536231884
25501,430,47258.13953488372
25502,440,55356.818181818184
25503,280,51871.42857142857
25504,5580,78917.38351254481
25505,110,40927.27272727273
25506,1440,46818.055555555555
25508,3050,66462.62295081967
25510,2260,64517.69911504425
25511,290,50275.862068965514
25512,330,43296.969696969696
25514,1230,52426.0162601626
25515,850,53420.0
25517,550,40800.0
25520,520,46182.692307692305
25521,340,55600.0
25523,970,59804.12371134021
25524,1050,52618.09523809524
25526,9960,86088.2530120482
25529,280,50735.71428571428
25530,2340,60361.96581196581
25535,1050,76260.95238095238
25537,850,57018.82352941176
25540,100,43460.0
25541,4260,65997.18309859154
25545,2090,88222.48803827752
25547,360,51152.77777777778
25550,3590,58304.1782729805
25555,840,60560.71428571428
25557,380,43847.36842105263
25559,830,69079.51807228915
25560,4340,96207.14285714286
25564,480,57318.75
25565,220,43840.90909090909
25567,310,52980.645161290326
25570,2180,51874.31192660551
25571,910,47371.42857142857
25573,310,52554.83870967742
25601,2130,56569.01408450704
25607,300,49316.666666666664
25608,180,47438.88888888889
25617,290,51206.89655172414
25621,760,60011.84210526316
25625,430,71106.97674418605
25632,160,41550.0
25635,670,57434.32835820896
25638,320,44915.625
25651,190,53863.15789473684
25661,1940,50676.28865979381
25669,270,49748.148148148146
25670,1500,49244.666666666664
25671,340,46541.17647058824
25674,760,51410.52631578947
25676,450,56344.444444444445
25678,570,43264.912280701756
25701,9040,75957.19026548673
25702,2700,48873.7037037037
25703,1350,26271.85185185185
25704,6120,53641.17647058824
25705,9080,68916.40969162996
25801,12240,60977.69607843137
25812,630,47631.74603174603
25813,2110,75212.79620853081
25817,260,67784.61538461539
25820,140,61314.28571428572
25823,750,49173.333333333336
25825,900,64476.666666666664
25827,1180,58361.016949152545
25831,460,52097.82608695652
25832,2030,124312.8078817734
25837,120,54516.666666666664
25839,480,61337.5
25840,3260,65073.61963190184
25841,210,69633.33333333333
25843,450,87591.11111111111
25844,490,59240.816326530614
25845,210,52176.19047619047
25846,130,46846.153846153844
25854,470,55712.765957446805
25862,130,55830.769230769234
25865,480,56472.916666666664
25868,250,44944.0
25880,2190,49646.57534246575
25882,770,53385.71428571428
25901,4290,48879.02097902098
25902,120,49341.666666666664
25908,100,43380.0
25917,690,42878.260869565216
25918,1780,61294.94382022472
25922,160,58106.25
25928,120,48300.0
25932,160,55300.0
25938,530,56137.735849056604
25951,1960,48616.836734693876
25958,290,34037.93103448276
25962,1280,46887.5
25969,470,59878.72340425532
25971,440,53400.0
25976,850,52310.58823529412
25978,250,50652.0
25979,370,55094.59459459459
25981,260,42426.92307692308
25984,620,42432.25806451613
25985,160,51087.5
25989,170,54270.58823529412
26003,19010,75921.5675960021
26031,840,49838.09523809524
26032,300,89956.66666666667
26033,1050,84287.61904761905
26034,1920,60492.708333333336
26035,1110,72246.84684684685
26036,220,89631.81818181818
26037,2980,57690.93959731544
26038,1380,87252.89855072464
26039,390,120305.1282051282
26040,780,48058.97435897436
26041,6530,62957.274119448695
26047,2650,64973.58490566038
26050,600,42870.0
26055,730,140567.12328767125
26059,1550,74769.03225806452
26060,820,89174.39024390244
26062,10070,64333.0685203575
26070,3790,67319.52506596305
26074,110,51318.181818181816
26101,11810,49901.86282811177
26104,7330,63724.42019099591
26105,5820,82773.19587628866
26133,610,58139.34426229508
26134,350,63434.28571428572
26136,180,51050.0
26137,290,47768.96551724138
26141,180,41466.666666666664
26142,1120,59293.75
26143,1760,55025.568181818184
26146,490,92387.75510204081
26147,650,48673.846153846156
26149,940,144767.02127659574
26150,2770,67059.92779783394
26151,170,42723.529411764706
26155,3680,78109.78260869565
26159,1140,57765.78947368421
26160,360,47902.77777777778
26161,160,48068.75
26164,3240,52569.444444444445
26167,350,92868.57142857143
26169,340,53332.35294117647
26170,2450,68728.16326530612
26175,1310,77571.75572519084
26178,200,59085.0
26180,950,60798.94736842105
26181,2830,71786.925795053
26184,980,61178.57142857143
26187,2960,91082.43243243243
26201,7910,61046.14412136536
26202,210,49776.19047619047
26205,1340,49300.0
26206,900,45626.666666666664
26208,260,43315.38461538462
26217,110,45145.454545454544
26218,1050,48792.380952380954
26222,200,42620.0
26234,410,49295.12195121951
26237,220,48440.90909090909
26238,310,64283.87096774193
26241,6210,59911.59420289855
26250,2190,51438.356164383564
26253,1420,54701.40845070423
26254,150,62773.333333333336
26257,390,64784.61538461538
26260,670,77249.25373134328
26261,710,41987.32394366197
26263,200,58135.0
26264,250,41500.0
26266,130,45646.153846153844
26267,220,69963.63636363637
26269,430,54160.46511627907
26270,330,49309.09090909091
26271,130,56376.92307692308
26273,340,54750.0
26276,190,59573.68421052631
26278,220,60400.0
26280,760,51784.21052631579
26283,700,59001.42857142857
26285,130,49007.692307692305
26287,1340,52832.835820895525
26288,1090,45495.4128440367
26291,180,88577.77777777778
26292,390,48446.153846153844
26293,310,53729.032258064515
26294,260,54430.769230769234
26301,12240,54514.297385620914
26320,310,134370.96774193548
26321,120,51591.666666666664
26330,8020,109045.76059850374
26335,460,48336.95652173913
26337,480,49366.666666666664
26338,280,64535.71428571428
26342,200,55315.0
26343,220,45300.0
26346,370,66048.64864864865
26347,910,76656.04395604396
26351,1180,54601.69491525424
26354,4390,58666.05922551253
26362,1260,61942.06349206349
26372,350,83091.42857142857
26374,690,63326.086956521736
26376,160,44950.0
26377,230,61108.69565217391
26378,1910,74333.50785340313
26384,170,40158.82352941176
26385,1640,69240.24390243902
26386,940,62858.51063829787
26404,170,58129.41176470588
26405,510,62498.03921568627
26408,1300,83370.76923076923
26410,400,49790.0
26411,230,69486.95652173914
26412,170,54558.82352941176
26415,1260,80810.31746031746
26416,2890,54859.8615916955
26419,410,63382.92682926829
26421,100,84290.0
26425,410,46790.243902439026
26426,2680,64635.82089552239
26430,160,58812.5
26431,2730,58220.87912087912
26437,140,50114.28571428572
26440,530,59424.52830188679
26444,1200,50679.166666666664
26447,470,53487.234042553195
26448,430,53281.395348837206
26451,300,58336.666666666664
26452,4170,55485.37170263789
26456,1370,71183.94160583941
26501,8810,71218.61520998865
26505,12550,73111.71314741035
26508,16920,109794.56264775414
26519,810,58524.69135802469
26521,230,83539.13043478261
26525,2580,69253.48837209302
26537,2510,61956.57370517928
26541,1600,68800.0
26542,1080,70748.14814814815
26547,1290,60632.558139534885
26554,18850,67237.66578249336
26562,270,56188.88888888889
26568,210,59442.857142857145
26570,1380,68778.98550724638
26571,870,56781.6091954023
26575,310,66583.87096774194
26581,330,82675.75757575757
26582,2010,55550.248756218905
26585,210,55652.380952380954
26587,140,47685.71428571428
26588,1320,59739.393939393936
26590,290,66151.72413793103
26591,630,59276.19047619047
26601,1580,54700.0
26610,400,48080.0
26619,200,51050.0
26621,320,51168.75
26623,530,51435.84905660377
26624,1010,60383.16831683168
26627,160,51893.75
26629,170,51176.470588235294
26636,170,41482.35294117647
26651,3730,64900.53619302949
26656,140,50821.42857142857
26660,130,57638.46153846154
26662,400,61742.5
26676,170,40211.76470588235
26678,490,59222.448979591834
26679,770,59020.77922077922
26680,130,45338.46153846154
26681,660,48762.121212121216
26690,120,47641.666666666664
26691,140,43464.28571428572
26704,2330,55488.841201716736
26705,450,56475.555555555555
26710,880,55442.045454545456
26711,1230,68691.86991869919
26714,170,52388.23529411765
26716,290,51879.31034482759
26717,460,45273.913043478264
26719,1340,69565.67164179105
26722,270,52266.666666666664
26726,5920,52847.2972972973
26731,140,58550.0
26739,370,56194.59459459459
26743,720,61923.61111111111
26750,280,34575.0
26753,2890,74174.74048442907
26755,300,58740.0
26757,2730,54703.296703296706
26761,250,47876.0
26763,690,60018.840579710144
26764,1780,54371.910112359554
26767,320,65575.0
26801,570,67998.24561403508
26802,460,54269.565217391304
26804,250,46072.0
26807,1240,58095.16129032258
26808,420,60671.42857142857
26810,170,89488.23529411765
26812,750,53809.333333333336
26814,190,45100.0
26815,270,52874.07407407407
26817,210,57747.619047619046
26818,350,49988.57142857143
26833,1000,55532.0
26836,3060,50634.967320261436
26845,410,61029.26829268293
26847,2810,56698.57651245552
26851,950,61468.42105263158
26852,350,53954.28571428572
26855,300,54626.666666666664
26865,240,70183.33333333333
26866,370,53451.35135135135
26884,260,45946.153846153844
27006,7630,122061.86107470511
27007,920,64243.47826086957
27009,1390,92569.06474820143
27011,2420,58960.330578512396
27012,14690,102406.19469026549
27013,2800,63972.142857142855
27016,710,59414.08450704225
27017,3660,60827.5956284153
27018,3530,73893.76770538243
27019,1870,64791.44385026738
27020,2710,61930.9963099631
27021,8050,65868.94409937889
27022,600,58115.0
27023,6510,135682.48847926268
27024,1000,58443.0
27025,4820,63421.36929460581
27027,1790,51926.8156424581
27028,12260,68695.59543230016
27030,15550,64150.86816720257
27040,6200,94226.12903225806
27041,3560,73221.06741573034
27042,300,57813.333333333336
27043,2790,66239.06810035842
27045,4830,64296.27329192546
27046,850,56835.294117647056
27047,520,63644.230769230766
27048,3550,60931.2676056338
27050,1930,73011.39896373056
27051,4130,58580.14527845036
27052,4520,59965.265486725664
27053,1350,61909.62962962963
27054,1260,57094.444444444445
27055,6410,65529.79719188767
27101,9140,64930.415754923415
27103,17810,66654.35148792813
27104,14860,149799.73082099596
27105,16770,37387.47763864043
27106,22090,108819.37528293346
27107,21860,55845.47118023788
27127,19060,55264.900314795384
27203,9300,44742.15053763441
27205,15010,72259.22718187874
27207,1630,69677.91411042945
27208,790,59849.36708860759
27209,1780,53121.910112359554
27212,650,57120.0
27214,5820,73080.06872852234
27215,21690,80985.38497003228
27217,17530,48422.98916143754
27229,1730,42608.09248554913
27231,990,79270.70707070707
27233,1580,67210.12658227848
27235,2880,113030.20833333333
27239,4050,68582.71604938271
27242,760,51660.52631578947
27243,2250,89216.44444444444
27244,5320,89654.88721804511
27248,1900,59917.89473684211
27249,6510,72911.0599078341
27252,750,72377.33333333333
27253,15430,62902.13869086196
27258,3580,67022.62569832402
27260,9830,37797.660223804676
27262,10150,90697.53694581281
27263,9770,53509.92835209826
27265,24960,76102.84455128205
27278,13980,118260.443490701
27281,1460,85172.60273972603
27282,8170,87852.50917992656
27283,1550,70349.03225806452
27284,27680,80102.13150289017
27288,9530,50212.48688352571
27291,640,64954.6875
27292,17310,60057.48122472559
27295,18600,67012.90322580645
27298,4910,63774.94908350305
27299,2280,57207.89473684211
27301,4880,64359.016393442624
27302,16670,75514.87702459509
27305,580,47048.275862068964
27306,2880,69192.70833333333
27310,4100,166521.9512195122
27311,1380,49465.942028985504
27312,11960,124275.08361204014
27313,3250,73680.0
27314,490,67371.42857142857
27315,830,61402.409638554214
27316,2970,50600.673400673404
27317,7700,61068.31168831169
27320,16910,56984.151389710234
27325,2560,49613.28125
27326,1610,56765.83850931677
27330,18550,74665.44474393531
27332,14660,64951.77353342428
27341,2310,51960.17316017316
27343,760,86567.1052631579
27344,7530,56852.45683930943
27349,3000,64523.0
27350,2850,61525.9649122807
27355,1150,53852.17391304348
27356,1200,51749.166666666664
27357,4830,91306.00414078675
27358,6960,161809.6264367816
27360,21040,55785.69391634981
27370,7250,73128.13793103448
27371,3070,65331.59609120521
27376,5120,95103.7109375
27377,5800,70575.68965517242
27379,1900,54001.57894736842
27401,7460,59090.2144772118
27403,8330,75674.42977190876
27405,22820,41966.25766871166
27406,27200,50450.992647058825
27407,22610,70919.50464396285
27408,9210,204438.3279044517
27409,8830,60440.88335220838
27410,27480,100003.45705967977
27455,15230,113462.9021667761
27501,10370,70095.46769527483
27502,22380,135974.35210008937
27503,1750,104898.28571428571
27504,8330,68433.73349339736
27505,3230,60068.42105263158
27507,790,69018.98734177215
27508,820,53484.14634146341
27509,1850,48673.51351351351
27510,6990,75724.4635193133
27511,16080,122023.44527363183
27513,22640,148441.6519434629
27514,11500,173367.91304347827
27516,19170,143796.1398017736
27517,14480,192095.23480662983
27518,10810,174114.43108233117
27519,30150,166022.8855721393
27520,22930,71538.72655909289
27521,2830,57354.416961130744
27522,6510,76182.18125960062
27523,9490,156495.57428872498
27524,6210,65369.72624798712
27525,8770,69595.89509692132
27526,30660,98380.03913894325
27527,17950,95565.23676880224
27529,27640,76036.39652677279
27530,16020,56100.31210986267
27534,14410,64730.32616238723
27536,6860,44718.950437317784
27537,10360,54013.51351351351
27539,11870,139664.700926706
27540,21800,129245.64220183487
27541,1930,80567.35751295337
27542,4500,62870.88888888889
27544,1820,60963.73626373626
27545,16000,68895.375
27546,8670,63952.71049596309
27549,10590,62830.0283286119
27551,860,71084.88372093023
27553,910,53268.131868131866
27557,3820,58584.8167539267
27559,1200,82477.5
27560,18770,112009.7496004262
27562,2360,152454.66101694916
27563,1860,43531.18279569892
27565,11290,61425.952170062
27569,3870,63836.43410852713
27571,4120,110106.31067961165
27572,3250,82885.23076923077
27573,4830,50428.985507246376
27574,6590,61793.930197268586
27576,8150,55765.030674846625
27577,11230,68330.63223508459
27581,1780,68815.73033707865
27583,3550,68514.64788732394
27587,37450,127837.81041388518
27589,2960,44845.94594594595
27591,13280,79618.3734939759
27592,8720,81762.38532110091
27596,10520,84194.20152091255
27597,14500,71898.13793103448
27601,4270,100606.08899297424
27603,25800,87819.18604651163
27604,22140,73201.44534778681
27605,3400,177940.58823529413
27606,21150,86607.47044917257
27607,9990,159002.2022022022
27608,5660,350839.9293286219
27609,18400,167057.0652173913
27610,33810,51332.17982845312
27612,20530,129022.26010716025
27613,22900,148144.54148471614
27614,16880,202864.7511848341
27615,22220,141856.79567956796
27616,28300,69836.46643109541
27617,10600,107579.52830188679
27701,11020,86757.53176043557
27703,33550,78650.64083457526
27704,17990,51867.98221234019
27705,21240,117521.23352165725
27707,22070,102265.92659719076
27712,10780,108486.64192949908
27713,28080,99778.4188034188
27801,7700,37640.64935064935
27803,9070,65050.49614112459
27804,13340,67285.68215892054
27805,1320,45354.545454545456
27806,890,61391.011235955055
27807,3230,61569.96904024768
27808,1120,98894.64285714286
27809,2070,70726.57004830918
27810,1550,60718.06451612903
27812,970,55263.9175257732
27814,720,70431.94444444444
27816,1180,51055.08474576271
27817,3430,73761.80758017492
27818,520,49434.61538461538
27820,1060,53200.943396226416
27821,130,36369.230769230766
27822,3840,67900.78125
27823,2730,44807.32600732601
27824,430,47600.0
27826,250,51192.0
27828,3710,63877.89757412399
27829,710,55140.84507042253
27830,1880,58798.40425531915
27831,1150,40093.913043478264
27832,1120,44612.5
27834,22940,56037.53269398431
27837,2730,79905.86080586081
27839,1130,50186.72566371682
27840,190,45015.78947368421
27842,710,105350.7042253521
27843,390,48989.743589743586
27844,1040,40624.03846153846
27845,640,56426.5625
27846,1270,54888.188976377955
27847,310,36793.54838709677
27849,540,40331.48148148148
27850,2920,110498.6301369863
27851,2300,55097.82608695652
27852,1160,64516.379310344826
27853,180,55883.333333333336
27855,2050,51532.19512195122
27856,7640,66102.22513089006
27857,490,49759.183673469386
27858,22760,84540.42179261862
27860,790,60687.3417721519
27862,280,61625.0
27863,5950,60332.43697478992
27864,1850,51652.43243243243
27865,820,56940.243902439026
27866,290,47441.379310344826
27869,730,42335.61643835616
27870,10840,51785.79335793358
27871,1700,45865.882352941175
27872,150,41420.0
27874,1520,46663.81578947369
27875,160,58225.0
27876,470,53729.78723404255
27880,1580,78755.06329113925
27882,3600,60115.0
27883,1690,47043.78698224852
27884,620,57514.51612903226
27885,390,48653.846153846156
27886,8320,51729.567307692305
27888,1050,49457.142857142855
27889,12030,62021.862011637575
27890,840,38351.19047619047
27891,2190,49336.98630136986
27892,5920,52446.4527027027
27893,15630,46338.00383877159
27896,10080,82567.95634920635
27897,510,43272.549019607846
27909,17960,59020.267260579065
27910,4200,55565.95238095238
27916,450,74515.55555555556
27917,320,43934.375
27919,530,58296.22641509434
27921,2410,76738.17427385892
27922,310,47541.93548387097
27923,320,63162.5
27924,1210,52154.545454545456
27925,1530,48242.48366013072
27926,700,60285.71428571428
27927,840,121340.47619047618
27928,790,48331.645569620254
27929,840,95366.66666666667
27932,5570,71091.38240574507
27935,600,60376.666666666664
27937,1580,57981.645569620254
27938,550,58300.0
27939,1450,58188.96551724138
27941,330,77187.87878787878
27942,290,57858.620689655174
27944,5290,68958.03402646503
27946,500,67954.0
27947,510,57033.333333333336
27948,6850,70451.67883211678
27949,4840,127839.04958677686
27950,930,70418.27956989247
27953,410,64458.53658536585
27954,3540,82517.79661016949
27956,150,78640.0
27957,630,75677.77777777778
27958,6470,88916.38330757341
27959,1890,117441.26984126984
27962,2810,47322.064056939504
27964,320,78737.5
27965,260,54261.53846153846
27966,650,71526.15384615384
27970,1300,52064.61538461538
27973,860,74606.97674418605
27974,580,64027.58620689655
27976,1760,80827.27272727272
27979,650,60012.307692307695
27980,920,58840.217391304344
27981,800,58706.25
27983,3060,49262.09150326798
27986,460,52421.739130434784
28001,11760,60463.60544217687
28006,550,67205.45454545454
28012,13490,107717.64269829504
28016,5850,53729.57264957265
28018,2260,60065.04424778761
28020,1030,54230.09708737864
28021,5850,63959.1452991453
28023,7190,68863.421418637
28025,26090,71472.44154848601
28027,35920,89844.04231625835
28031,15270,183170.07203667323
28032,1730,111848.55491329479
28033,1350,56880.74074074074
28034,8860,57576.749435665915
28036,9740,196035.11293634496
28037,14480,132300.6906077348
28040,3100,54301.6129032258
28043,8280,55864.371980676326
28052,14750,43777.83050847457
28054,17410,56358.29982768524
28056,16490,82279.4420861128
28071,1370,71802.1897810219
28073,2220,47925.67567567567
28075,9970,114654.46339017051
28078,33790,126112.48890204202
28079,19690,83669.42610462164
28080,4230,91295.50827423167
28081,13530,65663.56245380636
28083,12060,49817.91044776119
28086,12490,61414.09127301841
28088,1730,59755.491329479766
28090,3230,55314.24148606811
28091,880,43323.86363636364
28092,17470,64085.00286204923
28097,3660,76821.58469945355
28098,1710,63062.5730994152
28101,360,111911.11111111111
28103,4800,71240.41666666667
28104,16460,152864.88456865126
28105,21930,104963.70269037847
28107,4550,83266.37362637362
28110,25730,74240.536338904
28112,12380,63541.599353796446
28114,2760,52734.057971014496
28115,20870,82380.64206995687
28117,24140,164005.26097763047
28119,1040,38669.230769230766
28120,12010,81347.79350541216
28124,3210,77047.97507788162
28125,1360,93830.88235294117
28127,3160,99752.53164556962
28128,3280,66930.48780487805
28129,2750,74493.09090909091
28133,1140,62968.42105263158
28134,6520,78755.8282208589
28135,1580,54344.93670886076
28137,1420,68066.9014084507
28138,4930,62924.74645030426
28139,8230,63349.4532199271
28144,10740,62652.60707635009
28146,13910,66491.66067577283
28147,11490,59345.16971279374
28150,11890,62505.04625735913
28152,10360,54212.16216216216
28159,1360,49479.41176470588
28160,1550,43654.1935483871
28163,2580,78500.38759689922
28164,7140,81910.22408963586
28166,6110,97501.96399345335
28167,1110,62857.657657657655
28168,4510,62926.60753880266
28170,4620,46174.891774891774
28173,28910,181992.59771705294
28174,3590,55232.31197771588
28202,9440,124530.40254237287
28203,11090,165358.16050495944
28204,5270,134319.73434535105
28205,24720,97878.96440129449
28206,7210,55220.80443828017
28207,4450,651459.1011235955
28208,18260,52377.76560788609
28209,13460,180249.77711738483
28210,22780,157496.8832309043
28211,15240,312950.656167979
28212,17050,42595.54252199413
28213,21120,47570.50189393939
28214,21480,63368.761638733704
28215,31220,56383.34401024984
28216,27300,57624.61538461538
28217,15450,50185.307443365695
28226,19350,199781.29198966408
28227,27700,74676.75090252707
28262,22130,56441.798463624036
28269,40230,67815.03852846134
28270,15260,164540.10484927916
28273,22240,60195.86330935252
28277,34870,161565.61514195584
28278,18180,116599.8899889989
28301,6310,38600.31695721078
28303,14220,68749.78902953587
28304,16870,50372.377000592765
28305,2910,149727.8350515464
28306,18810,63044.28495481127
28307,4420,49516.74208144796
28311,16140,57625.27881040892
28312,8710,66978.64523536165
28314,25250,51018.455445544554
28315,6530,66690.19908116385
28318,2090,58839.71291866029
28320,3240,53370.98765432099
28323,2040,58780.882352941175
28326,9740,61989.322381930186
28327,8280,85951.2077294686
28328,10420,55959.69289827255
28333,4650,41871.6129032258
28334,10420,61094.33781190019
28337,4230,58717.966903073284
28338,1700,51411.17647058824
28339,3070,51879.804560260585
28340,3890,43341.388174807194
28341,1600,56721.875
28343,600,41985.0
28344,1340,55479.10447761194
28345,4780,46402.51046025105
28347,390,37389.743589743586
28348,16510,58350.63597819503
28349,1470,58109.52380952381
28351,1920,45436.458333333336
28352,8900,49671.79775280899
28356,2380,71515.54621848739
28357,1160,49087.06896551724
28358,13860,52157.86435786436
28360,5070,46877.31755424063
28363,470,41346.8085106383
28364,5070,41897.4358974359
28365,6410,52509.51638065522
28366,2190,61166.666666666664
28369,850,45103.529411764706
28371,3020,50979.801324503314
28372,5090,50080.157170923376
28373,1200,55248.333333333336
28374,9860,155135.49695740364
28376,18760,55414.658848614075
28377,4610,41896.96312364425
28379,9820,54543.99185336049
28382,2960,53355.06756756757
28383,2910,43238.48797250859
28384,4850,45138.35051546392
28385,1350,55021.48148148148
28386,2160,38330.555555555555
28387,7770,114532.68983268984
28390,9990,53003.80380380381
28391,2670,66958.80149812734
28392,670,50695.522388059704
28393,800,49386.25
28394,2620,76743.51145038167
28395,1200,75851.66666666667
28396,1220,59458.19672131148
28398,2880,43232.291666666664
28399,740,53717.56756756757
28401,10790,60284.33734939759
28403,16390,112826.29652226968
28405,16480,115272.93689320388
28409,17300,128659.07514450866
28411,19600,110557.95918367348
28412,23270,77912.7202406532
28420,1540,55391.55844155844
28421,690,51075.362318840576
28422,5280,77736.93181818182
28423,810,49346.91358024691
28425,4450,59360.0
28428,3610,119755.95567867036
28429,4630,69849.67602591793
28430,740,61182.43243243243
28431,2530,48885.770750988144
28432,820,56390.243902439026
28433,1750,49575.42857142857
28434,440,52465.90909090909
28435,1040,48508.653846153844
28436,900,58911.11111111111
28438,630,53496.8253968254
28439,530,44467.92452830189
28441,1240,46420.967741935485
28442,610,49747.54098360656
28443,13450,105135.76208178439
28444,890,54913.48314606742
28445,5670,93064.02116402116
28447,630,42795.23809523809
28448,400,49437.5
28449,1030,129162.1359223301
28450,1050,75927.61904761905
28451,23470,83731.27396676608
28452,330,32221.21212121212
28453,1460,43204.79452054795
28454,1340,55742.53731343283
28455,740,57898.64864864865
28456,1540,49088.96103896104
28457,5610,63497.86096256685
28458,2360,54922.03389830508
28460,6840,79780.26315789473
28461,13070,111018.05661820964
28462,6430,67673.2503888025
28463,2840,51510.56338028169
28464,1000,43185.0
28465,4720,103039.6186440678
28466,3920,64798.97959183674
28467,7340,77327.38419618529
28468,3150,97068.57142857143
28469,5230,109230.2103250478
28470,5160,59198.06201550388
28472,7070,54019.23620933522
28478,2020,51960.89108910891
28479,3370,71721.66172106825
28480,1480,380875.6756756757
28501,7060,43723.51274787536
28504,8880,60569.48198198198
28508,880,46440.90909090909
28510,810,89275.30864197531
28511,240,55125.0
28512,1850,151700.54054054053
28513,4630,62099.78401727862
28515,930,50935.48387096774
28516,5430,97285.45119705341
28518,3450,54165.79710144927
28520,110,58836.36363636364
28521,920,54660.86956521739
28523,1120,57275.892857142855
28524,170,52405.882352941175
28525,1410,53617.02127659575
28526,990,50515.15151515151
28527,560,65737.5
28528,270,54362.96296296296
28529,950,55301.05263157895
28530,3090,50116.50485436893
28531,590,82433.89830508475
28532,9670,53249.3278179938
28538,960,49015.625
28539,8030,58894.520547945205
28540,20770,56230.284063553205
28543,1590,43378.61635220126
28544,2210,38245.70135746607
28546,22050,55164.988662131516
28547,2480,53490.72580645161
28551,5970,58414.405360134006
28553,210,72295.23809523809
28555,2510,52225.89641434263
28556,440,73415.90909090909
28557,7510,97993.20905459387
28560,13070,64804.89671002296
28562,19650,82135.368956743
28570,10430,67046.88398849472
28571,1430,102664.33566433567
28572,2570,53279.766536964984
28573,940,61513.82978723404
28574,8080,55641.460396039605
28577,120,61766.666666666664
28578,2230,47587.44394618834
28579,290,60141.379310344826
28580,4060,57111.33004926109
28582,1060,84663.2075471698
28584,7070,87181.89533239038
28585,1590,52831.446540880504
28586,3130,54113.41853035144
28590,13380,85715.09715994021
28594,2470,127322.67206477733
28601,24860,86303.66049879324
28602,13010,58934.050730207535
28604,3060,89875.49019607843
28605,2040,137899.50980392157
28606,860,54795.348837209305
28607,11600,83089.22413793103
28609,2960,91807.43243243243
28610,4740,59193.037974683546
28611,300,60453.333333333336
28612,4990,56422.24448897796
28613,10830,66506.55586334257
28615,690,47028.985507246376
28617,890,55274.15730337079
28618,1040,67830.76923076923
28621,4360,60256.880733944956
28622,950,53113.68421052631
28623,700,56134.28571428572
28624,630,56741.269841269845
28625,18200,67428.57142857143
28626,1170,75970.08547008547
28627,560,55450.0
28630,8720,71127.75229357799
28631,270,60470.37037037037
28634,2290,53620.96069868996
28635,1550,53080.645161290326
28636,2170,55729.032258064515
28637,1020,55315.686274509804
28638,5420,55425.46125461254
28640,2120,73708.96226415095
28642,2350,52577.87234042553
28643,1320,48643.93939393939
28644,720,61202.77777777778
28645,19290,55411.87143597719
28649,400,50057.5
28650,6200,63558.3870967742
28651,2640,57505.30303030303
28654,1490,65251.67785234899
28655,22470,60734.3124165554
28657,3700,56857.02702702703
28658,12390,66291.2832929782
28659,8380,60003.937947494036
28660,950,69951.57894736843
28663,300,69843.33333333333
28665,1080,74240.74074074074
28668,200,176750.0
28669,1140,54742.98245614035
28670,1160,59522.41379310345
28673,3820,123498.42931937173
28675,2700,60209.25925925926
28676,1590,77556.60377358491
28677,16530,58672.71627344222
28678,2230,57738.56502242153
28679,840,68616.66666666667
28681,10610,64999.151743638075
28682,850,132923.5294117647
28683,750,52502.666666666664
28684,880,74957.95454545454
28685,750,59670.666666666664
28689,870,78052.8735632184
28690,4040,58905.69306930693
28692,1800,69903.88888888889
28693,640,53104.6875
28694,3560,69814.60674157304
28697,5370,80526.6294227188
28698,900,62257.77777777778
28701,2050,71286.34146341463
28702,260,50188.46153846154
28704,12440,87902.4115755627
28705,2580,57473.25581395349
28708,230,52773.913043478264
28709,980,61384.69387755102
28711,6570,80757.53424657535
28712,8550,81280.93567251462
28713,4020,57743.03482587064
28714,6930,64219.76911976912
28715,12780,74773.94366197183
28716,8070,58967.53407682776
28717,1240,132580.64516129033
28718,320,82575.0
28719,4530,51494.26048565121
28721,4890,65341.922290388546
28722,3060,78556.53594771241
28723,3410,59092.66862170088
28726,1530,44758.16993464052
28729,1920,70870.3125
28730,4800,101567.5
28731,4670,87923.98286937902
28732,9130,90373.713033954
28734,12790,60301.87646598905
28735,170,73041.17647058824
28736,420,109211.90476190476
28739,10120,90427.47035573123
28740,950,58436.84210526316
28741,1840,140367.39130434784
28742,1490,76860.40268456376
28743,860,53240.6976744186
28745,650,92584.61538461539
28746,1310,100286.25954198473
28747,900,80691.11111111111
28748,5970,62354.60636515913
28751,2150,68933.95348837209
28752,12610,54228.9452815226
28753,5110,57683.9530332681
28754,3700,64376.48648648649
28756,1890,91157.14285714286
28759,3850,100339.74025974025
28761,3710,80325.33692722372
28762,3050,55586.229508196724
28763,1250,54184.0
28766,730,70271.23287671233
28768,3180,75440.25157232705
28771,3140,54915.28662420382
28772,820,54764.634146341465
28773,1580,79029.11392405063
28774,610,109734.4262295082
28775,250,72368.0
28777,3780,59629.62962962963
28778,4920,63275.0
28779,7140,64170.86834733894
28781,340,59814.705882352944
28782,2890,90077.85467128028
28783,610,62934.42622950819
28785,3740,71084.75935828876
28786,9860,68077.89046653143
28787,11130,78573.7646001797
28789,2760,57374.637681159424
28790,1450,69237.93103448275
28791,7040,80243.75
28792,15950,63228.58934169279
28801,6960,87861.92528735632
28803,17260,124265.81691772885
28804,11230,133978.0943900267
28805,9310,84284.5327604726
28806,22150,64483.97291196388
28901,2060,53536.8932038835
28902,660,66562.12121212122
