ZIPCODE,POPULATION_DENSITY
02601,1639.3995811030952
02630,461.3466334164589
02631,439.3155410312273
02632,1467.4863387978141
02633,513.8245799708956
02635,595.0532587109587
02637,361.42857142857144
02638,540.4448938321536
02639,1036.036036036036
02641,255.1558752997602
02642,355.6660182983935
02643,13.727560718057022
02644,1103.823611498744
02645,580.6044583308297
02646,556.6257057455995
02647,272.1518987341772
02648,787.0001077934678
02649,602.3567865129882
02650,588.8888888888889
02651,222.2222222222222
02652,146.91172793198302
02653,489.6049035036859
02655,538.8267728595497
02657,304.2399172699069
02659,541.8092909535452
02660,812.0622568093386
02663,122.43453644727529
02664,1351.066897347174
02666,65.10969568294409
02667,138.53836653600385
02668,215.84249687232503
02669,304.81283422459893
02670,626.8585131894484
02671,507.9443892750745
02672,364.3724696356275
02673,840.4521356406922
02675,728.5112981834293
02702,245.6965870510453
02703,1627.6977074154283
02713,10.284810126582279
02715,272.6558407543216
02717,268.32164668627007
02718,643.1194433706996
02719,1281.8380037147704
02720,2786.548900542828
02721,6442.048517520215
02723,9246.712586098936
02724,9100.107642626479
02725,1108.7231352718077
02726,2810.057887120116
02738,348.2364629905614
02739,347.9336940255554
02740,7577.734787196623
02743,559.2815670953389
02744,9217.660728117738
02745,2379.320360151031
02746,7250.47258979206
02747,469.82520133609296
02748,508.7820712348259
02760,1489.3889600623852
02762,752.0931925737168
02763,2184.939091915836
02764,376.33292441256964
02766,683.7566916969066
02767,570.0239505861591
02769,247.33130206890675
02770,158.3792020399913
02771,745.5672794517568
02777,699.1834032222467
02779,388.2395688245625
02780,1484.1853566996579
02790,292.7578884625414
02791,233.39658444022768
02802,4010.204081632653
02804,258.16993464052285
02806,1984.6678023850086
02807,115.72340894076194
02808,301.481667503767
02809,2337.0351502801836
02812,225.45180722891567
02813,214.7303189009844
02814,167.25796014905058
02815,66.6347075743049
02816,860.5393709098586
02817,122.21845927047433
02818,828.0062276765271
02822,109.40828932056218
02825,99.56301151723882
02826,316.65332265812646
02827,102.82630308194858
02828,1614.41743503772
02830,309.60522225676095
02831,364.96729311597966
02832,206.24832154686243
02833,110.96956829440906
02835,572.0787468247248
02836,442.99674267100977
02837,170.08426282207395
02838,2377.622377622378
02839,442.9436422915697
02840,3231.099418443644
02841,2980.7280513918627
02842,1267.023537746989
02852,730.2548492600628
02857,201.47055301415466
02858,986.159169550173
02859,237.64680986139032
02860,8363.9896373057
02861,7345.117845117845
02863,16154.166666666668
02864,1264.0902380862258
02865,1018.0169359197646
02871,1007.6877934272301
02872,36.65097511768661
02873,83.3628946434906
02874,386.3906105762891
02875,266.03119584055463
02876,3385.8267716535433
02878,542.6409903713893
02879,545.0580617541606
02881,2169.61815163254
02882,1108.5580304806565
02885,1732.7572150660365
02886,1962.3868588669127
02888,3357.8414839797642
02889,3244.4521099229614
02891,804.3255549231644
02892,181.95746543610696
02893,3780.7834630598436
02894,166.55132641291812
02895,5312.951496388027
02896,485.56397306397304
02898,146.83982683982683
02903,6152.968036529681
02904,5624.329501915709
02905,6855.939113889644
02906,8761.419753086418
02907,12469.332121762835
02908,11856.645569620252
02909,12569.284064665128
02910,6090.487238979118
02911,6254.618473895582
02912,31860.465116279072
02914,4494.168201350522
02915,3049.4495578415444
02916,3176.8149882903986
02917,644.8317870864961
02919,1223.8044633368756
02920,4082.970856894302
02921,939.4284845721235
03031,326.5679442508711
03032,195.63156647444504
03033,251.58914337604682
03034,120.36503653397203
03036,183.6546585759275
03037,87.68757534189633
03038,928.3422161453245
03042,244.16634578359646
03043,50.55114567599704
03044,251.23762376237624
03045,378.7815302103411
03046,89.34819230270831
03047,66.8836821984178
03048,115.94300991573319
03049,242.50835909406345
03051,865.2928493160368
03052,554.3397999597235
03053,582.9804837689201
03054,781.6229483049548
03055,603.0781531081351
03057,148.2359916987845
03060,4490.897965427565
03062,2212.148835667523
03063,1999.2602638392304
03064,3441.4610546686017
03070,122.17468142498373
03071,156.16212250886417
03076,489.95175321961784
03077,344.6578875916373
03079,1159.154078549849
03082,56.51793525809274
03084,61.75127706704037
03086,138.25329130354163
03087,508.2261441818726
03101,3939.2764857881134
03102,3437.921503593145
03103,3741.128205128205
03104,3967.3400266118297
03106,370.06087437742116
03109,1400.7877223957628
03110,646.8865362906917
03215,5.1450830087278945
03216,56.53312385441215
03217,189.46792005110888
03218,67.06252183024799
03220,242.70734655211837
03221,45.35004771406264
03222,73.53021978021978
03223,46.768382553632826
03224,57.447335811648074
03225,125.37252080978317
03226,83.07303287222966
03227,14.260826665433298
03229,128.97493884709465
03230,30.039043435822354
03231,91.98542805100182
03233,204.26287744227355
03234,132.96108881521548
03235,287.91445288856005
03237,60.877785280216074
03238,27.2133526850508
03240,32.308619650391805
03241,21.08912321248014
03242,109.85416382717733
03243,41.1608497723824
03244,98.62759915169538
03245,66.66666666666666
03246,798.7490617963473
03249,183.14537308821258
03251,11.03534364272577
03253,159.81394870740607
03254,68.03326892380072
03255,57.00570057005701
03256,57.52095046144055
03257,194.60096972873805
03258,119.03523291558288
03259,15.557622389447873
03260,33.03658934988565
03261,151.0440752730248
03262,21.592703034555342
03263,169.9929754968803
03264,203.08930708147506
03266,21.089476711874653
03268,42.088544768711536
03269,62.5303059051715
03273,52.87239450940519
03275,265.85927148469284
03276,211.20470922561657
03278,47.5492485865696
03279,18.111904917961155
03280,24.66180604356992
03281,148.7294089762473
03282,21.75958314235399
03284,25.721568526481114
03285,49.49585704302685
03287,49.43880277926242
03290,103.33755624481238
03291,214.28571428571428
03293,88.16276202219481
03301,668.2728321826979
03303,229.8762068352781
03304,266.9909807542078
03307,108.01725359956258
03431,425.79710633137387
03440,74.37696855832458
03441,100.68824878919195
03442,131.2038014783527
03443,66.78066780667807
03444,57.0096808892076
03445,34.53445949322805
03446,147.1035693387946
03447,69.2
03448,41.63244353182751
03449,55.18668045777585
03450,51.569627045881404
03451,190.6833169636593
03452,142.17972434277377
03455,88.777290717964
03456,28.581333538769695
03457,37.00165030834709
03458,123.61369557126906
03461,161.94964319375254
03462,79.95086246608999
03464,22.260583311587947
03465,121.98019801980197
03466,87.0872834259562
03467,51.99424168007452
03470,57.610201114888454
03561,116.84504603761705
03570,95.41847041847042
03574,27.884488011657176
03575,4.459308807134894
03576,22.72822989344826
03579,0.8393034327692462
03580,14.414471328995303
03581,21.473922148721872
03582,30.187308913280305
03583,22.038183591805858
03584,63.90003555645857
03585,31.169184701238603
03586,32.770189312245385
03588,11.497554755265334
03590,9.993350432221906
03592,3.4797249041935996
03593,3.3504244227743225
03595,17.365546104301984
03597,9.749616377858452
03598,53.15878050359246
03601,24.84892685976245
03602,45.72235812975915
03603,127.0154192776174
03604,140.5295315682281
03605,35.86556596481464
03607,20.746085948070355
03608,83.07228559607542
03609,957.3991031390134
03740,26.559766763848398
03741,54.696944094211844
03743,230.53158101216164
03745,40.80346141723258
03746,30.58623619371283
03748,110.77252320361023
03750,69.41673980690976
03751,191.2729658792651
03752,36.096256684491976
03753,109.55014749262537
03754,2263.157894736842
03755,292.00842385280424
03765,113.26277865345644
03766,282.09730751062824
03768,31.884057971014492
03770,105.90137429264348
03771,34.18725912491499
03773,84.85655227644123
03774,75.9307894330295
03777,27.392710040302937
03779,19.856729923337944
03780,25.184275184275183
03781,38.927793174942344
03782,139.81200151917963
03784,487.4150065608971
03785,40.19090680733484
03801,905.8095999326911
03809,91.27754169634743
03810,66.06245436192604
03811,606.6840355763185
03812,13.621410741738712
03813,33.82351410700719
03814,73.7772427774962
03816,47.590885371368934
03817,58.82352941176471
03818,44.56488656849203
03819,375.77266483516485
03820,1082.6035247053735
03823,162.29229607250755
03824,653.1031098023468
03825,184.27433321787322
03826,891.0533910533911
03827,176.5299260255548
03830,124.98059307560938
03832,15.823418659616232
03833,430.685438290001
03835,185.1568894952251
03836,42.57448390232744
03837,75.57589929847256
03838,44.851437769173884
03839,440.8119910303317
03840,339.8780022874571
03841,577.7088653775994
03842,1201.550387596899
03844,181.685338528982
03845,74.5673438675696
03846,12.329485834207764
03847,345.07042253521126
03848,304.3478260869565
03849,63.42283221959906
03850,123.17880794701986
03851,153.02450664747548
03852,82.83847980997623
03853,75.99091138601362
03854,1196.5389369592087
03855,63.753685533375226
03856,236.8866328257191
03857,712.1619484421951
03858,468.59411585055483
03860,201.6907011437096
03861,216.56496949084726
03862,308.59121402293874
03864,49.43885730943011
03865,718.0334056808531
03867,701.6630611141157
03868,705.0331125827814
03869,348.8766426451886
03870,422.45682952778463
03871,325.3588516746412
03872,80.29935701486244
03873,428.91475779196395
03874,974.0288568257492
03875,59.83335727625341
03878,1181.5728989707206
03882,37.90917324362789
03883,14.021268215833004
03884,81.8906747097467
03885,479.1790404540355
03886,55.390909806184276
03887,107.18550955414013
03890,71.61629434954008
03894,128.76779377574744
03901,192.46195118064225
03902,112.85218456512862
03903,313.7978073056131
03904,685.564257742969
03905,271.25876257238644
03906,121.49019607843137
03907,218.36834391792874
03908,224.85777349457518
03909,283.06493808499505
03910,947.9768786127166
03911,718.3908045977012
04001,67.50785136599872
04002,111.32312631563006
04003,317.00288184438045
04005,483.0940056770746
04006,1280.0
04008,76.16783216783217
04009,90.9427966101695
04010,35.912658256313385
04011,433.6148829252646
04015,119.87282399974816
04017,95.41130386121992
04019,85.43922984356198
04020,63.26659451659452
04021,282.15445774955157
04022,24.89374620522161
04024,38.37172609656043
04027,109.6485646237478
04029,52.48744865358284
04030,132.5887227526572
04032,226.9035825365741
04037,46.47385391160999
04038,323.76077160249827
04039,182.57853435339842
04040,50.49177135066706
04041,43.10989950823178
04042,133.61423220973782
04043,305.9289656148295
04046,168.76041244540502
04047,32.48626373626374
04048,104.49031708874226
04049,89.26785235063066
04050,160.16713091922006
04051,26.41405695173077
04055,121.89478420156185
04056,45.53508150248051
04057,1018.1818181818181
04061,171.60757946210268
04062,362.1970164499584
04063,614.9253731343283
04064,1214.0745121230045
04066,299.1120976692564
04068,47.5483381776823
04069,64.1025641025641
04071,129.41049623979083
04072,480.3513878781578
04073,432.84938905376856
04074,394.3827783383786
04076,69.2351362510322
04079,182.45663650075414
04083,452.9076168551697
04084,172.3638223510357
04085,148.0805903324766
04086,273.0493148130885
04087,111.09944345269348
04088,31.46468524937216
04090,166.31976966038783
04091,47.053354682092866
04092,1018.6100610642628
04093,198.22353811991118
04095,43.92043299893129
04096,624.9719290366045
04097,168.34667922750825
04101,8596.30738522954
04102,2888.2039320226586
04103,2979.2660371848538
04105,380.8451088811523
04106,2050.081433224756
04107,619.5239737840635
04108,723.7615449202352
04109,73.45971563981043
04110,618.4971098265896
04210,388.6893015567812
04216,4.676311559257635
04217,18.120243572839332
04219,23.982534458600803
04220,39.246948380760436
04221,34.22586577725133
04222,100.52246603970741
04224,40.94220953253154
04226,17.62196253014283
04227,137.87085514834206
04228,88.23529411764706
04231,6.925492267511812
04234,512.1951219512194
04236,134.7750650638245
04237,33.816425120772955
04238,63.21710790660297
04239,100.26248889072608
04240,1071.6021905291827
04250,354.6384834759268
04252,440.19445973215926
04253,55.68846358320043
04254,162.2131565527792
04255,21.19730408352055
04256,272.1620181204477
04257,114.86225954329291
04258,88.33755274261604
04259,111.16030378367331
04260,117.6046176046176
04261,2.1220260569505913
04263,58.073053204504035
04265,129.97309924961064
04267,17.77137367915466
04268,110.0714379629224
04270,74.76825655175921
04271,370.1657458563536
04274,127.30521801286633
04275,5.42629111946286
04276,85.2053915275995
04280,155.40459444537797
04281,126.03158179981769
04282,96.76167333232084
04284,67.2815419179378
04285,6.700608161433589
04286,839.2857142857142
04287,72.55705090696314
04289,74.81142574502287
04290,33.014118302375906
04292,21.39520187772236
04294,69.3059001092934
04330,222.7630612628307
04342,54.90608170235124
04343,51.65289256198347
04344,262.82508015675097
04345,161.5256588072122
04346,829.976580796253
04347,401.53452685421996
04348,39.55132635160279
04349,39.33824778340184
04350,96.37353163056363
04351,120.95977417078335
04352,43.250119255843536
04353,49.12850307587149
04354,37.846100742128755
04355,88.84636413340624
04357,111.75774314460445
04358,85.88587382248379
04359,538.1414701803052
04360,23.145277949989666
04363,74.32315418807366
04364,197.61225359965889
04401,448.0267425036172
04406,9.081332815878472
04408,1.4866622742554019
04410,31.322843822843826
04411,35.04733269126869
04412,622.4235263226991
04413,3.8148623924637004
04414,5.072242882399562
04415,174.35249526216043
04416,94.62827080160598
04417,5.925214188485867
04418,12.016637377102573
04419,76.48089346326509
04421,175.6687242798354
04422,34.744655142652825
04424,7.82490468448425
04426,30.556095034634556
04427,71.10160214946761
04428,52.857070851324785
04429,66.86417373061548
04430,191.46814404432132
04431,258.7859424920128
04434,50.2257336343115
04435,28.318033297028165
04438,45.67434678369702
04441,3.1647692384430024
04442,1.239900807935365
04443,18.466488091771968
04444,127.79885873185991
04448,12.95831786364336
04449,39.91529058546
04450,81.29308295697648
04451,3.4567439874009023
04453,11.520260278024253
04454,1.3953488372093021
04455,10.966423496423735
04456,94.84364604125084
04457,36.084131596668215
04459,9.594022663241116
04460,13.267385979019018
04461,69.57980145958932
04462,4.130219367183763
04463,19.417806817716787
04464,3.419162305235217
04468,79.82929058331307
04469,11211.61825726141
04471,6.342891066834699
04472,45.90809815425464
04473,427.1216683394669
04474,149.37377455884118
04475,17.265592730276744
04476,31.569709127382144
04478,0.7965857728772628
04479,34.93665617439713
04481,18.048559989668085
04485,5.228787504768743
04487,4.385805277525023
04488,34.331086484633836
04489,975.2475247524752
04490,1.0341183288950844
04491,10.81665765278529
04492,3.5697389359597436
04493,29.455367705416375
04495,9.313927410865485
04496,105.74162679425837
04497,1.618695306615845
04530,375.74241950609564
04535,33.92019902401684
04537,123.67997136209057
04538,426.49169571457867
04539,71.49853085210579
04541,43.45464421510049
04543,178.38185620073992
04544,223.45679012345678
04547,81.67895632444697
04548,56.072754668245175
04551,48.9493501761205
04553,60.30565881866997
04554,165.92661836877775
04555,86.74762407602957
04556,69.10861506114092
04558,74.52213888216792
04562,77.04610249634935
04563,79.75045489992202
04564,56.33640552995392
04568,78.76712328767123
04570,7.326007326007326
04571,152.57439773264053
04572,70.9810064617192
04573,61.5327929255711
04574,39.83958630151443
04575,129.3759512937595
04576,118.29220524872699
04578,133.0701833079154
04579,87.67123287671232
04605,45.59191476202525
04606,29.839542085014543
04607,23.637163540375155
04609,123.63860214035421
04611,90.43973651415345
04612,107.30552013117143
04613,97.91332263242376
04614,42.83412778820442
04616,45.97188127650078
04617,31.86264880367736
04619,90.93557880015152
04622,5.489016136618969
04623,7.743054025065749
04624,32.23545900490541
04625,22.25378787878788
04626,10.827549386011745
